100000,1,16140
100000,2,16132
100000,3,16144
100000,4,16144
100000,5,16144
110000,1,17416
110000,2,17420
110000,3,17416
110000,4,17416
110000,5,17420
120000,1,18664
120000,2,18668
120000,3,18664
120000,4,18664
120000,5,18664
130000,1,19900
130000,2,19900
130000,3,19900
130000,4,19900
130000,5,19904
140000,1,21148
140000,2,21152
140000,3,21144
140000,4,21152
140000,5,21148
150000,1,22704
150000,2,22708
150000,3,22708
150000,4,22708
150000,5,22708
160000,1,24036
160000,2,24036
160000,3,24040
160000,4,24036
160000,5,24040
170000,1,25120
170000,2,25116
170000,3,25120
170000,4,25120
170000,5,25120
180000,1,26340
180000,2,26344
180000,3,26344
180000,4,26348
180000,5,26344
190000,1,27680
190000,2,27680
190000,3,27676
190000,4,27680
190000,5,27680
200000,1,28660
200000,2,28660
200000,3,28660
200000,4,28664
200000,5,28660
210000,1,30272
210000,2,30268
210000,3,30272
210000,4,30272
210000,5,30276
220000,1,31544
220000,2,31544
220000,3,31544
220000,4,31544
220000,5,31544
230000,1,32788
230000,2,32788
230000,3,32792
230000,4,32784
230000,5,32792
240000,1,34140
240000,2,34140
240000,3,34136
240000,4,34140
240000,5,34140
250000,1,35416
250000,2,35412
250000,3,35416
250000,4,35412
250000,5,35416
260000,1,36672
260000,2,36668
260000,3,36668
260000,4,36672
260000,5,36672
270000,1,37716
270000,2,37716
270000,3,37716
270000,4,37716
270000,5,37712
280000,1,39212
280000,2,39208
280000,3,39208
280000,4,39212
280000,5,39208
290000,1,40748
290000,2,40748
290000,3,40744
290000,4,40744
290000,5,40744
300000,1,41904
300000,2,41904
300000,3,41908
300000,4,41904
300000,5,41892
310000,1,42968
310000,2,42968
310000,3,42964
310000,4,42968
310000,5,42968
320000,1,44180
320000,2,44180
320000,3,44180
320000,4,44180
320000,5,44176
330000,1,45836
330000,2,45836
330000,3,45836
330000,4,45836
330000,5,45832
340000,1,46892
340000,2,46892
340000,3,46892
340000,4,46888
340000,5,46888
350000,1,48268
350000,2,48264
350000,3,48264
350000,4,48264
350000,5,48264
360000,1,49292
360000,2,49284
360000,3,49288
360000,4,49288
360000,5,49288
370000,1,50988
370000,2,50992
370000,3,50988
370000,4,50988
370000,5,50988
380000,1,52152
380000,2,52152
380000,3,52160
380000,4,52152
380000,5,52156
390000,1,53572
390000,2,53572
390000,3,53568
390000,4,53568
390000,5,53568
400000,1,54656
400000,2,54676
400000,3,54680
400000,4,54680
400000,5,54680
410000,1,55992
410000,2,55992
410000,3,55988
410000,4,55992
410000,5,55992
420000,1,57324
420000,2,57324
420000,3,57324
420000,4,57320
420000,5,57324
430000,1,58584
430000,2,58580
430000,3,58584
430000,4,58580
430000,5,58580
440000,1,59812
440000,2,59816
440000,3,59812
440000,4,59816
440000,5,59812
450000,1,61208
450000,2,61208
450000,3,61208
450000,4,61208
450000,5,61208
460000,1,62500
460000,2,62500
460000,3,62496
460000,4,62496
460000,5,62496
470000,1,63732
470000,2,63728
470000,3,63716
470000,4,63728
470000,5,63732
480000,1,65064
480000,2,65068
480000,3,65068
480000,4,65068
480000,5,65068
490000,1,66260
490000,2,66264
490000,3,66260
490000,4,66264
490000,5,66260
500000,1,67692
500000,2,67688
500000,3,67688
500000,4,67688
500000,5,67692
510000,1,69032
510000,2,69032
510000,3,69028
510000,4,69024
510000,5,69028
520000,1,70280
520000,2,70280
520000,3,70276
520000,4,70280
520000,5,70276
530000,1,71368
530000,2,71368
530000,3,71368
530000,4,71368
530000,5,71368
540000,1,72560
540000,2,72556
540000,3,72560
540000,4,72560
540000,5,72560
550000,1,74168
550000,2,74168
550000,3,74164
550000,4,74164
550000,5,74168
560000,1,75368
560000,2,75364
560000,3,75364
560000,4,75364
560000,5,75364
570000,1,76548
570000,2,76544
570000,3,76548
570000,4,76552
570000,5,76548
580000,1,77624
580000,2,77624
580000,3,77624
580000,4,77624
580000,5,77620
590000,1,79324
590000,2,79324
590000,3,79320
590000,4,79324
590000,5,79320
600000,1,80416
600000,2,80416
600000,3,80420
600000,4,80416
600000,5,80416
